Index,Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
526,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, GeForce 940MX,windows,1.9,45768
527,Dell,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,74539
528,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,windows,1.6,39207
529,HP,Ultrabook,13.3,Quad HD +,1,0,1800,3200,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,61006
530,Acer,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,linux,2.4,42517
531,Asus,Notebook,15.6,Full HD,0,0,768,1366,AMD,E-Series 7110,1.8,4,HDD,500,0,AMD, Radeon R2 Graphics,windows,2,18595
532,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2.4,4,SSD,128,0,Intel, HD Graphics 620,windows,2.1,37589
533,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,windows,1.9,41825
534,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,HDD,1024,0,Intel, HD Graphics 520,N/A,2.2,24634
535,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,1.9,21152
536,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,2,92121
537,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,windows,2.2,26587
538,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.9,59513
539,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,4.4,143803
540,HP,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i3,2,8,HDD,1024,0,Intel, HD Graphics 520,windows,2.7,28992
541,HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce 930MX,windows,2.6,68198
542,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel, HD Graphics 500,linux,2,11935
543,Mediacom,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,Flash Storage,32,0,Intel, HD Graphics,windows,1.4,13586
544,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i7,2.7,6,Hybrid,128,1024,Nvidia, GeForce 940MX,windows,2.8,50563
545,HP,Notebook,15.6,Full HD,1,0,1080,1920,AMD,A10-Series A10-9620P,2.5,6,SSD,128,0,AMD, Radeon 530,windows,1.9,30311
546,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M420,windows,2.2,32922
547,Acer,2 in 1 Convertible,11.6,Full HD,1,1,1080,1920,Intel,Celeron Dual,2,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.3,18595
548,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2.7,4,SSD,128,0,Intel, HD Graphics 620,windows,2.1,33566
549,HP,Ultrabook,13.3,Quad HD +,1,1,1800,3200,Intel,Core M,1.2,16,SSD,512,0,Intel, HD Graphics 515,windows,1.2,104695
550,Lenovo,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, Quadro M620M,windows,3.4,159787
551,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.5,44702
552,Dell,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i5,1.6,8,SSD,128,0,Intel, UHD Graphics 620,windows,1.2,85195
553,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.6,4,HDD,500,0,Intel, HD Graphics 620,windows,1.9,51096
554,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Pentium Quad,1.1,4,HDD,500,0,Intel, HD Graphics 505,windows,2.2,18328
555,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,windows,2,52747
556,HP,Workstation,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.8,8,HDD,500,0,Nvidia, Quadro M1200,windows,3.1,99154
557,HP,Notebook,14,Full HD,0,0,768,1366,Intel,Pentium Quad,1.6,8,HDD,2048,0,Intel, HD Graphics 405,windows,1.9,20726
558,HP,Notebook,15.6,Full HD,1,0,1080,1920,AMD,A9-Series A9-9420,3,6,SSD,256,0,AMD, Radeon 530,windows,2,34579
559,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2.3,44222
560,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,HDD,500,0,Intel, HD Graphics 620,windows,2.1,36497
561,Mediacom,Notebook,14,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,SSD,32,0,Intel, HD Graphics,windows,1.4,13267
562,Toshiba,Ultrabook,14,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.2,99367
563,Lenovo,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,32,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,4.6,141885
564,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,Hybrid,512,1024,Nvidia, GeForce GTX 1070,windows,4.1,145401
565,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,AMD, Radeon R5 M430,linux,2.2,39907
566,Mediacom,Notebook,14,Full HD,1,0,1080,1920,Intel,Celeron Quad,1.1,4,SSD,32,0,Intel, HD Graphics 500,windows,1.5,20726
567,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.6,8,HDD,500,0,Intel, HD Graphics 620,windows,1.9,53734
568,HP,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i3,2.4,4,SSD,128,0,Intel, HD Graphics 620,windows,1.5,38308
569,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,256,0,Nvidia, GeForce 930MX,windows,1.9,81912
570,Dell,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel, HD Graphics 400,other,1.3,15718
571,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,Hybrid,128,1024,Nvidia, GeForce GTX 980M,windows,4.5,125155
572,HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050,windows,3.8,79813
573,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.6,12,SSD,256,0,Intel, HD Graphics 520,windows,8.4,89137
574,Lenovo,Notebook,15.6,Full HD,0,1,768,1366,Intel,Core i7,1.8,12,HDD,1024,0,Intel, HD Graphics 620,windows,2.2,32448
575,Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.7,94306
576,Asus,2 in 1 Convertible,15.6,Full HD,0,1,768,1366,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 520,windows,2.2,39374
577,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A12-Series 9720P,3.6,12,SSD,512,0,AMD, Radeon 530,windows,2.2,50563
578,Dell,2 in 1 Convertible,31.6,Full HD,0,1,768,1366,Intel,Core M,1,4,SSD,128,0,Intel, HD Graphics 615,windows,1.4,32128
579,Samsung,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.5,90523
580,Lenovo,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,N/A,2.8,28185
581,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.3,8,HDD,1024,0,Intel, HD Graphics 520,windows,2.3,24456
582,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.4,107892
583,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 630,windows,1.7,78535
584,Dell,2 in 1 Convertible,12.5,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,88978
585,Dell,Workstation,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, Quadro M620,windows,2.1,93933
586,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.8,64948
587,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.4,4,HDD,500,0,Intel, HD Graphics 620,windows,2.1,35617
588,Acer,Notebook,14,Full HD,0,0,1080,1920,Intel,Celeron Quad,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.6,17529
589,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,Hybrid,128,1024,Nvidia, GeForce GTX 970M,windows,4.1,117163
590,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M420,linux,2.2,24775
591,MSI,Gaming,15.6,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.8,16,Hybrid,256,2048,Nvidia, GeForce GTX 1060,windows,1.8,122491
592,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,8,SSD,256,0,Intel, HD Graphics 520,windows,2.2,74539
593,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,6,HDD,1024,0,Intel, HD Graphics 620,windows,2.4,30050
594,Lenovo,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Intel, HD Graphics 630,windows,2,69211
595,Acer,Notebook,14,Full HD,0,0,768,1366,Intel,Pentium Quad,1.6,4,Flash Storage,128,0,Intel, HD Graphics 405,windows,1.6,18595
596,Lenovo,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Xeon E3-1535M,3.1,32,SSD,1024,0,Nvidia, Quadro M2200M,windows,2.5,261019
597,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.6,16,HDD,1024,0,Nvidia, GeForce GTX 960<U+039C>,windows,2.6,46834
598,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,linux,2.2,23651
599,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,linux,2.3,19128
600,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.6,4,HDD,500,0,Intel, HD Graphics 620,linux,1.9,46300
601,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,3,62231
602,HP,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.8,74006
603,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,2.9,120832
604,Acer,2 in 1 Convertible,11.6,Full HD,1,1,768,1366,Intel,Celeron Quad,1.6,4,Flash Storage,32,0,Intel, HD Graphics 400,other,1.3,20193
605,HP,Notebook,14,Full HD,0,0,768,1366,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,2.3,59887
606,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.7,78055
607,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,HDD,1024,0,AMD, Radeon 530,windows,2.2,41345
608,Fujitsu,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2.2,42571
609,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,HDD,500,0,Intel, HD Graphics 520,windows,1.9,49657
610,Mediacom,Notebook,14,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,2,Flash Storage,32,0,Intel, HD Graphics,windows,1.4,12734
611,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,128,0,Intel, HD Graphics 620,N/A,2.2,24935
612,Asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,6,HDD,1024,0,Intel, HD Graphics 620,windows,1.5,34046
613,Asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,11.1,101232
614,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.6,78801
615,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,SSD,256,0,Intel, UHD Graphics 620,windows,1.8,44169
616,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,Nvidia, GeForce 920MX ,windows,2.2,30849
617,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,8,HDD,1024,0,Intel, HD Graphics 500,windows,2,21259
618,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,2,48305
619,Dell,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,99580
620,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel, HD Graphics 400,windows,1.4,13267
621,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,93635
622,Dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,16,SSD,1024,0,Nvidia, GeForce GTX 1050,windows,2.1,127819
623,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050M,windows,2.5,59088
624,HP,Notebook,17,Full HD,0,0,900,1600,AMD,A9-Series 9420,3,8,HDD,1024,0,AMD, Radeon R5,windows,2.6,27754
625,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.1,130536
626,Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050 Ti,N/A,2.5,62284
627,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,2.4,23976
628,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel, HD Graphics,windows,1.4,14599
629,Acer,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, Graphics 620,windows,1.8,48964
630,Razer,Gaming,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,256,0,Nvidia, GeForce GTX 1060,windows,2,138475
631,Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.2,64629
632,Lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,84396
633,Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,32,SSD,512,0,Nvidia, GeForce GTX 1080,windows,3.8,149131
634,Acer,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,linux,2.4,37776
635,Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,77251
636,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.2,63499
637,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,N/A,1.9,19442
638,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,HDD,500,0,Intel, HD Graphics 620,windows,2,56690
639,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,AMD, Radeon 530,windows,6.2,48964
640,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,16,Hybrid,256,2048,AMD, Radeon 530,windows,2.2,60473
641,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.6,8,Hybrid,128,1024,Nvidia, GeForce GTX 960,windows,3.3,63723
642,Dell,Gaming,17.3,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,32,Hybrid,512,1024,Nvidia, GeForce GTX 1070,windows,4.4,167692
643,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.4,8,SSD,256,0,Intel, HD Graphics 520,windows,1.6,65481
644,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel, HD Graphics 500,windows,2.2,22324
645,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,HDD,500,0,Intel, HD Graphics 520,windows,2.2,28505
646,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,6,HDD,1024,0,AMD, Radeon R5 M430,windows,2,28718
647,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.7,79215
648,Toshiba,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.1,4,SSD,128,0,Intel, HD Graphics 520,windows,2.1,26533
649,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,AMD, Radeon 530,windows,2.1,39694
650,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2,67026
651,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,linux,2.1,21951
652,Microsoft,Ultrabook,13.5,Full HD,0,1,1504,2256,Intel,Core i7,2.8,8,SSD,256,0,Intel, Iris Plus Graphics 640,windows,1.3,99519
653,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,AMD, Radeon R5 M430,windows,1.9,43580
654,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,55092
655,Lenovo,Notebook,35.6,Full HD,0,0,768,1366,AMD,E-Series E2-9000,2.2,4,SSD,128,0,AMD, Radeon R2 Graphics,windows,2.2,18595
656,HP,2 in 1 Convertible,14,Full HD,1,1,1080,1920,Intel,Core i3,2.4,4,SSD,128,0,Nvidia, GeForce 940MX,windows,1.6,37243
657,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050,windows,2.4,68944
658,Asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.1,60473
659,HP,2 in 1 Convertible,11.6,Full HD,0,1,768,1366,Intel,Celeron Dual,1.1,8,Flash Storage,64,0,Intel, HD Graphics 500,other,1.4,26374
660,LG,Ultrabook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,512,0,Intel, HD Graphics 620,windows,1.1,122491
661,Acer,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,16,SSD,256,0,Nvidia, GeForce GTX 1050 Ti,windows,2.5,69211
662,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.2,53168
663,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,SSD,128,0,Intel, HD Graphics 500,windows,1.9,22324
664,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,16,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,3.2,109277
665,HP,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i3,2,4,SSD,256,0,AMD, Radeon R5 520,windows,2.5,37243
666,Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,SSD,512,0,Intel, UHD Graphics 620,windows,1.2,79867
667,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,3.5,149917
668,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,500,0,AMD, Radeon 520,windows,1.9,32640
669,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M430,windows,2.2,29073
670,HP,Notebook,17.3,Full HD,1,0,1080,1920,AMD,A10-Series 9600P,2.4,6,HDD,2048,0,AMD, Radeon R7 M440,windows,2.7,30316
671,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel, HD Graphics 510,windows,2.1,16943
672,Acer,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel, HD Graphics 510,other,1.5,19980
673,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,windows,1.7,37243
674,HP,Workstation,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,500,0,Nvidia, Quadro M1200,windows,3.1,101658
675,Lenovo,2 in 1 Convertible,14,Full HD,0,1,1440,2560,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,137995
676,Toshiba,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.5,51841
677,Acer,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel, HD Graphics,windows,1.4,14332
678,Lenovo,2 in 1 Convertible,14,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.4,93187
679,Asus,2 in 1 Convertible,12.5,Full HD,0,1,1080,1920,Intel,Core M,0.9,4,Flash Storage,64,0,Intel, HD Graphics 515,other,1.2,35644
680,Toshiba,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.5,16,SSD,512,0,Intel, HD Graphics 520,windows,1.4,100007
681,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,2.6,43636
682,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,2.9,4,SSD,256,0,AMD, Radeon 530,windows,2.2,21259
683,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,AMD,A12-Series 9720P,3.6,8,HDD,1024,0,AMD, Radeon R7,windows,2.2,22857
684,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,1024,1024,Intel, HD Graphics 620,windows,2.1,33111
685,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,N/A,1.9,23976
686,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2.2,42358
687,Acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,1.6,1,SSD,256,0,Intel, UHD Graphics 620,windows,1.6,53227
688,Lenovo,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.5,16,SSD,512,0,Nvidia, Quadro M520M,windows,2.2,98834
689,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.8,63456
690,HP,Notebook,17.3,Full HD,1,0,1080,1920,AMD,A10-Series 9620P,2.5,6,HDD,2048,0,AMD, Radeon 530,windows,2.7,34899
691,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.5,66547
692,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.8,8,SSD,256,0,Nvidia, GeForce 930MX,linux,1.6,58022
693,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,linux,2,38681
694,Asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.5,15877
695,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,16,SSD,512,0,Intel, HD Graphics 620,windows,1.9,76012
696,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 920MX,windows,1.9,45665
697,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.9,62817
698,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,AMD,A6-Series 7310,2,4,HDD,500,0,AMD, Radeon R4,windows,2.2,15877
699,Mediacom,Notebook,14,Full HD,1,0,1200,1920,Intel,Atom Z8350,1.9,4,HDD,32,0,Intel, HD Graphics 400,windows,1.4,14119
700,HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, GeForce 930MX,windows,2.6,63936
